Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,2,Central New York Region, 27-3041, Editors,170,58860,49930,27540,74520
10,2,Central New York Region, 27-3042, Technical Writers,80,77330,75960,54660,88670
10,2,Central New York Region, 27-3043, Writers and Authors,50,50010,47610,30680,59680
10,2,Central New York Region, 27-3091, Interpreters and Translators,n/a,41010,32840,29360,46830
10,2,Central New York Region, 27-4011, Audio and Video Equipment Technicians,350,43570,42070,27310,51690
10,2,Central New York Region, 27-4012, Broadcast Technicians,70,37560,29790,23610,44530
10,2,Central New York Region, 27-4014, Sound Engineering Technicians,n/a,33100,34480,27790,35750
10,2,Central New York Region, 27-4021, Photographers,n/a,46970,37830,30640,55130
10,2,Central New York Region, 27-4031,"Camera Operators, Television, Video, and Motion Picture",n/a,50240,45410,36850,56930
10,2,Central New York Region, 29-0000,Healthcare Practitioners and Technical Occupations,21840,80780,64610,40100,101110
10,2,Central New York Region, 29-1021," Dentists, General",370,175930,135660,116910,205440
10,2,Central New York Region, 29-1022, Oral and Maxillofacial Surgeons,n/a,234900,,149850,277420
10,2,Central New York Region, 29-1029," Dentists, All Other Specialists",n/a,119250,121260,99730,129010
10,2,Central New York Region, 29-1031, Dietitians and Nutritionists,230,62040,61180,49380,68370
10,2,Central New York Region, 29-1041, Optometrists,50,136210,128670,99520,154550
10,2,Central New York Region, 29-1051, Pharmacists,600,129450,134300,100740,143800
10,2,Central New York Region, 29-1062, Family and General Practitioners,n/a,175600,158250,131660,197580
10,2,Central New York Region, 29-1065," Pediatricians, General",50,193560,187870,159480,210600
10,2,Central New York Region, 29-1066, Psychiatrists,60,223530,205820,161480,254560
10,2,Central New York Region, 29-1067, Surgeons,50,296850,,,
10,2,Central New York Region, 29-1069," Physicians and Surgeons, All Other",1260,231430,,123060,285620
10,2,Central New York Region, 29-1071, Physician Assistants,470,115370,116040,91250,127430
10,2,Central New York Region, 29-1122, Occupational Therapists,390,80680,77680,55110,93460
10,2,Central New York Region, 29-1123, Physical Therapists,770,80090,77470,63490,88390
10,2,Central New York Region, 29-1125, Recreational Therapists,60,53010,50590,37640,60690
10,2,Central New York Region, 29-1126, Respiratory Therapists,250,57630,55200,45760,63560
10,2,Central New York Region, 29-1127, Speech-Language Pathologists,440,76390,75850,54260,87460
10,2,Central New York Region, 29-1129," Therapists, All Other",n/a,59490,48090,39200,69630
10,2,Central New York Region, 29-1131, Veterinarians,160,109820,100850,68100,130680
10,2,Central New York Region, 29-1141, Registered Nurses,6760,68130,66840,52970,75710
10,2,Central New York Region, 29-1151, Nurse Anesthetists,80,162210,161810,117250,184690
10,2,Central New York Region, 29-1161, Nurse Midwives,n/a,105020,106120,89440,112810
10,2,Central New York Region, 29-1171, Nurse Practitioners,590,104990,103080,84670,115150
10,2,Central New York Region, 29-1181, Audiologists,n/a,82050,79360,72250,86950
10,2,Central New York Region, 29-1199,"Health Diagnosing and Treating Practitioners, All Other",80,72150,65440,52230,82120
10,2,Central New York Region, 29-2010,Clinical Laboratory Technologists and Technicians,520,53810,54680,36640,62390
10,2,Central New York Region, 29-2021, Dental Hygienists,830,71450,72620,65210,74580
10,2,Central New York Region, 29-2031, Cardiovascular Technologists and Technicians,110,69260,70710,42550,82610
10,2,Central New York Region, 29-2032, Diagnostic Medical Sonographers,150,75660,74790,59180,83910
10,2,Central New York Region, 29-2033, Nuclear Medicine Technologists,n/a,80840,80840,69590,86470
10,2,Central New York Region, 29-2034, Radiologic Technologists,570,59830,58150,43290,68100
10,2,Central New York Region, 29-2035, Magnetic Resonance Imaging Technologists,70,75980,75030,59120,84410
10,2,Central New York Region, 29-2041, Emergency Medical Technicians and Paramedics,760,35140,34940,25040,40200
10,2,Central New York Region, 29-2051, Dietetic Technicians,n/a,47880,47530,40370,51640
10,2,Central New York Region, 29-2052, Pharmacy Technicians,560,33400,32260,25670,37260
10,2,Central New York Region, 29-2054, Respiratory Therapy Technicians,n/a,49840,48900,45950,51790
10,2,Central New York Region, 29-2055, Surgical Technologists,210,47570,46740,34570,54070
10,2,Central New York Region, 29-2056, Veterinary Technologists and Technicians,210,37360,35680,28820,41630
10,2,Central New York Region, 29-2057, Ophthalmic Medical Technicians,120,32250,31640,28130,34320
10,2,Central New York Region, 29-2061, Licensed Practical and Licensed Vocational Nurses,3100,42420,41460,35330,45960
10,2,Central New York Region, 29-2071,Medical Records and Health Information Technicians,430,44090,42980,31180,50550
10,2,Central New York Region, 29-2081," Opticians, Dispensing",190,51380,54880,33340,60400
10,2,Central New York Region, 29-2099," Health Technologists and Technicians, All Other",260,54200,55330,37050,62780
10,2,Central New York Region, 29-9011, Occupational Health and Safety Specialists,200,77370,75020,55600,88250
10,2,Central New York Region, 29-9012, Occupational Health and Safety Technicians,50,49980,47520,41670,54140
10,2,Central New York Region, 29-9091, Athletic Trainers,100,50850,51510,35810,58380
10,2,Central New York Region, 31-0000,Healthcare Support Occupations,8590,33800,31390,26240,37590
10,2,Central New York Region, 31-1011, Home Health Aides,1620,33020,29980,25170,36950
10,2,Central New York Region, 31-1013, Psychiatric Aides,170,41610,42120,31940,46440
10,2,Central New York Region, 31-1014, Nursing Assistants,3330,30450,29640,25610,32880
10,2,Central New York Region, 31-1015, Orderlies,90,29750,27190,24450,32410
10,2,Central New York Region, 31-2011, Occupational Therapy Assistants,n/a,48900,47620,36410,55150
10,2,Central New York Region, 31-2021, Physical Therapist Assistants,270,47340,46470,36670,52670
10,2,Central New York Region, 31-2022, Physical Therapist Aides,90,29870,28530,24160,32720
10,2,Central New York Region, 31-9011, Massage Therapists,100,42610,31120,27320,50250
10,2,Central New York Region, 31-9091, Dental Assistants,1020,39090,37890,31970,42640
10,2,Central New York Region, 31-9092, Medical Assistants,710,34420,31670,28000,37630
10,2,Central New York Region, 31-9093, Medical Equipment Preparers,80,37510,36070,29480,41530
10,2,Central New York Region, 31-9094, Medical Transcriptionists,100,39340,38210,29610,44210
10,2,Central New York Region, 31-9095, Pharmacy Aides,170,29750,25210,24320,32460
10,2,Central New York Region, 31-9096,Veterinary Assistants and Laboratory Animal Caretakers,210,33210,30430,25600,37030
10,2,Central New York Region, 31-9097, Phlebotomists,340,33730,31800,28230,36480
10,2,Central New York Region, 31-9099," Healthcare Support Workers, All Other",250,37320,38430,24130,43920
10,2,Central New York Region, 33-0000,Protective Service Occupations,7410,54770,53940,29670,67330
10,2,Central New York Region, 33-1011, First-Line Supervisors of Correctional Officers,200,74800,74470,60870,81760
10,2,Central New York Region, 33-1012, First-Line Supervisors of Police and Detectives,290,90330,82130,72020,99480
10,2,Central New York Region, 33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,n/a,74650,74100,60890,81530
10,2,Central New York Region, 33-1099,"First-Line Supervisors of Protective Service Workers, All Other",190,70980,71310,40150,86390
10,2,Central New York Region, 33-2011, Firefighters,80,57240,57170,44060,63820
10,2,Central New York Region, 33-2021, Fire Inspectors and Investigators,n/a,61810,60720,52250,66590
10,2,Central New York Region, 33-3011, Bailiffs,120,52090,52320,26910,64670
10,2,Central New York Region, 33-3012, Correctional Officers and Jailers,1510,59730,59510,47950,65620
10,2,Central New York Region, 33-3021, Detectives and Criminal Investigators,330,84880,85410,58340,98160
10,2,Central New York Region, 33-3051, Police and Sheriff's Patrol Officers,1370,63320,61700,44330,72810
10,2,Central New York Region, 33-9011, Animal Control Workers,n/a,34100,33400,28670,36810
10,2,Central New York Region, 33-9021, Private Detectives and Investigators,n/a,42630,42350,34560,46670
10,2,Central New York Region, 33-9032, Security Guards,2030,45530,36420,26260,55170
10,2,Central New York Region, 33-9091, Crossing Guards,110,24150,23460,23088,25050
10,2,Central New York Region, 33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",240,27100,24670,23088,29230
10,2,Central New York Region, 33-9093, Transportation Security Screeners,90,40240,38860,35210,42760
10,2,Central New York Region, 33-9099," Protective Service Workers, All Other",680,31970,30320,23088,36420
10,2,Central New York Region, 35-0000,Food Preparation and Serving Related Occupations,31990,28680,25150,23280,31390
10,2,Central New York Region, 35-1011, Chefs and Head Cooks,400,45400,43060,31460,52370
10,2,Central New York Region, 35-1012,First-Line Supervisors of Food Preparation and Serving Workers,2150,38150,34340,27700,43370
10,2,Central New York Region, 35-2011," Cooks, Fast Food",540,27290,26500,23470,29210
10,2,Central New York Region, 35-2012," Cooks, Institution and Cafeteria",900,33850,32570,25650,37950
10,2,Central New York Region, 35-2014," Cooks, Restaurant",2740,28110,25900,23770,30280
10,2,Central New York Region, 35-2015," Cooks, Short Order",510,27090,26340,24000,28640
10,2,Central New York Region, 35-2021, Food Preparation Workers,2190,25880,24210,23088,27490
10,2,Central New York Region, 35-3011, Bartenders,2550,28710,24890,23140,31490
10,2,Central New York Region, 35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",9920,26010,24610,23420,27300
10,2,Central New York Region, 35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",1090,25380,24460,23850,26150
10,2,Central New York Region, 35-3031, Waiters and Waitresses,5040,32110,27110,23088,36880
10,2,Central New York Region, 35-3041," Food Servers, Nonrestaurant",700,25320,24180,23660,26150
10,2,Central New York Region, 35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,990,30210,25110,23088,34060
10,2,Central New York Region, 35-9021, Dishwashers,1260,24690,24050,23088,25530
10,2,Central New York Region, 35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",740,25020,23520,23088,26370
10,2,Central New York Region, 35-9099,"Food Preparation and Serving Related Workers, All Other",n/a,24620,24100,23200,25330
10,2,Central New York Region, 37-0000,Building and Grounds Cleaning and Maintenance Occupations,11560,33380,29610,23870,38140
10,2,Central New York Region, 37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,420,51600,51410,35950,59420
10,2,Central New York Region, 37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",250,53010,51110,39600,59720
10,2,Central New York Region, 37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",6630,32670,29880,23830,37080
10,2,Central New York Region, 37-2012, Maids and Housekeeping Cleaners,1630,30450,25250,23570,33890
10,2,Central New York Region, 37-2021, Pest Control Workers,110,33890,31460,24590,38540
10,2,Central New York Region, 37-3011, Landscaping and Groundskeeping Workers,2260,30910,29030,24130,34310
10,2,Central New York Region, 37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",n/a,45740,37780,23630,56790
10,2,Central New York Region, 37-3013, Tree Trimmers and Pruners,n/a,51250,51090,46080,53830
10,2,Central New York Region, 39-0000,Personal Care and Service Occupations,13300,30210,26050,23670,33480
10,2,Central New York Region, 39-1021,First-Line Supervisors of Personal Service Workers,730,41490,39550,31510,46480
10,2,Central New York Region, 39-2021, Nonfarm Animal Caretakers,540,29260,25380,23630,32080
10,2,Central New York Region, 39-3031," Ushers, Lobby Attendants, and Ticket Takers",440,26760,27070,23450,28420
10,2,Central New York Region, 39-3091, Amusement and Recreation Attendants,770,24150,23088,23088,25050
10,2,Central New York Region, 39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",n/a,26910,23690,23088,29200
10,2,Central New York Region, 39-4031," Morticians, Undertakers, and Funeral Directors",n/a,63360,60950,49460,70320
10,2,Central New York Region, 39-5012," Hairdressers, Hairstylists, and Cosmetologists",790,33200,26350,23970,37810
10,2,Central New York Region, 39-5092, Manicurists and Pedicurists,340,26170,25580,23340,27580
10,2,Central New York Region, 39-5094, Skincare Specialists,n/a,33310,34160,25360,37290
10,2,Central New York Region, 39-6011, Baggage Porters and Bellhops,70,24730,23088,23088,25930
10,2,Central New York Region, 39-6012, Concierges,n/a,37220,31660,24390,43630
10,2,Central New York Region, 39-7010,Tour and Travel Guides,n/a,33300,27400,23088,38780
10,2,Central New York Region, 39-9011, Childcare Workers,1640,26940,25110,23440,28700
10,2,Central New York Region, 39-9021, Personal Care Aides,5580,28260,25380,24010,30390
10,2,Central New York Region, 39-9031, Fitness Trainers and Aerobics Instructors,720,40120,36370,23690,48340
10,2,Central New York Region, 39-9032, Recreation Workers,820,32400,29070,24030,36590
10,2,Central New York Region, 39-9041, Residential Advisors,290,34510,31860,23560,39980
10,2,Central New York Region, 39-9099," Personal Care and Service Workers, All Other",n/a,28840,27630,24580,30970
10,2,Central New York Region, 41-0000,Sales and Related Occupations,35210,41510,27080,23670,50430
10,2,Central New York Region, 41-1011, First-Line Supervisors of Retail Sales Workers,2860,48570,42830,31060,57320
10,2,Central New York Region, 41-1012,First-Line Supervisors of Non-Retail Sales Workers,810,88000,77260,44010,109990
10,2,Central New York Region, 41-2011, Cashiers,9140,24910,24210,23400,25670
10,2,Central New York Region, 41-2021, Counter and Rental Clerks,990,34490,29900,23510,39980
10,2,Central New York Region, 41-2022, Parts Salespersons,870,37500,34490,25280,43610
